"File Number","Facility","City","County","Bed Size","Number of Substantiated Complaints","Sanctions/Final Orders","Fine Amount","Total Deficiencies","Class 1","Class 2","Class 3","Class 4","Unclassified","Number of Activities","Activities","Number of Nurse Availability","Nurse Availability","Number of Special Programs and Services","Special Programs and Services"
"11969902","HAPPY FAMILY ALF","CAPE CORAL","Lee","28","1","1","$400.00","17","0","0","16","0","1","NR","NR","8","Arts and Crafts|Dancing|Exercise Classes|Games/Cards|Gardening|Music Programs|Social Events/Outings|Theater and Movies","NR","NR"
"11969903","I & R SENIOR CARE LLC","MIAMI","Miami-Dade","6","0","2","$900.00","10","0","0","9","0","1","1","3rd Party 24hr","6","Arts and Crafts|Cooking Classes|Dancing|Exercise Classes|Games/Cards|Music Programs","NR","NR"
"11969904","NEUROINTERNATIONAL HEALTHCARE, LLC","SARASOTA","Sarasota","6","1","0","$0.00","0","0","0","0","0","0","NR","NR","NR","NR","NR","NR"
"11969905","ADDISON OF OVIEDO (THE)","CHULUOTA","Seminole","93","9","6","$54,500.00","43","3","4","33","0","3","NR","NR","NR","NR","NR","NR"
"11969906","SONATA EAST AT VIERA","MELBOURNE","Brevard","45","4","4","$20,000.00","10","0","4","5","0","1","1","Direct 24hr","9","Arts and Crafts|Dancing|Exercise Classes|Games/Cards|Gardening|Music Programs|Shopping|Social Events/Outings|Theater and Movies","4","Memory Care|Occupational Therapy|Physical Therapy|Speech Therapy"
"11969907","OBI'S ASSISTED LIVING FACILITY, LLC","JACKSONVILLE","Duval","10","0","3","$3,500.00","15","0","0","13","0","2","1","Direct 24hr","1","Other","1","Other"
"11969908","MARBELLA ALF LLC","MIAMI","Miami-Dade","6","0","1","$0.00","10","0","1","9","0","0","1","Direct 24hr","6","Arts and Crafts|Dancing|Exercise Classes|Games/Cards|Music Programs|Social Events/Outings","1","Memory Care"
"11969909","M J PAVILION NECTARWAY INC","OVIEDO","Seminole","6","0","0","$0.00","6","0","0","6","0","0","2","3rd Party 24hr|3rd Party Part-Time","8","Arts and Crafts|Dancing|Exercise Classes|Games/Cards|Music Programs|Social Events/Outings|Theater and Movies|Other","3","Occupational Therapy|Physical Therapy|Other"
"11969910","MAE ALF","MIAMI GARDENS","Miami-Dade","6","2","2","$4,000.00","11","0","1","10","0","0","1","Direct 24hr","3","Arts and Crafts|Games/Cards|Social Events/Outings","NR","NR"
"11969911","PROMISED SKY ALF INC","CAPE CORAL","Lee","24","0","0","$0.00","0","0","0","0","0","0","NR","NR","4","Arts and Crafts|Games/Cards|Gardening|Social Events/Outings","NR","NR"
"11969912","A & C LIVING FAITH HOME LLC","PALM BAY","Brevard","5","0","0","$0.00","1","0","0","1","0","0","1","None","3","Games/Cards|Music Programs|Theater and Movies","NR","NR"
"11969914","CASA AMOR 2 ALF LLC","HIALEAH","Miami-Dade","6","0","0","$0.00","2","0","0","2","0","0","1","3rd Party Part-Time","6","Arts and Crafts|Dancing|Exercise Classes|Games/Cards|Music Programs|Social Events/Outings","3","Occupational Therapy|Physical Therapy|Speech Therapy"
"11969915","BMA ASSISTED LIVING FACILITY, CORP","MIAMI","Miami-Dade","6","0","1","$5,000.00","15","0","3","11","0","1","1","None","6","Arts and Crafts|Dancing|Exercise Classes|Games/Cards|Gardening|Social Events/Outings","NR","NR"
"11969916","FAITHFUL FRIENDS OF NORTH PORT LLC","NORTH PORT","Sarasota","6","0","1","$0.00","17","0","0","10","6","1","NR","NR","NR","NR","NR","NR"
"11969917","HIGHPOINT AT STONECREST","SUMMERFIELD","Marion","122","4","0","$0.00","2","0","0","2","0","0","1","Direct 24hr","11","Arts and Crafts|Cooking Classes|Dancing|Exercise Classes|Games/Cards|Gardening|Music Programs|Shopping|Social Events/Outings|Theater and Movies|Yoga","6","Massage Therapy/Spa|Memory Care|Occupational Therapy|Physical Therapy|Speech Therapy|Other"
"11969918","KAYSCARE LLC","WELLINGTON","Palm Beach","6","0","0","$0.00","3","0","0","2","1","0","NR","NR","9","Arts and Crafts|Cooking Classes|Dancing|Exercise Classes|Games/Cards|Gardening|Music Programs|Shopping|Social Events/Outings","NR","NR"
"11969920","INFINITY AT LAKE EUSTIS, LLC","EUSTIS","Lake","8","0","0","$0.00","0","0","0","0","0","0","1","3rd Party Part-Time","11","Arts and Crafts|Cooking Classes|Dancing|Exercise Classes|Games/Cards|Gardening|Music Programs|Shopping|Social Events/Outings|Theater and Movies|Other","4","Occupational Therapy|Pet Therapy|Physical Therapy|Speech Therapy"
"11969922","A & M @ EBER SPRINGS","MELBOURNE","Brevard","6","0","0","$0.00","2","0","0","2","0","0","NR","NR","NR","NR","NR","NR"
"11969924","FAITH CARE LLC","PORT SAINT LUCIE","St. Lucie","6","1","0","$0.00","4","0","0","4","0","0","1","None","3","Arts and Crafts|Games/Cards|Music Programs","NR","NR"
"11969925","NOA ALF LLC","HOMESTEAD","Miami-Dade","6","0","1","$400.00","9","0","0","8","0","1","1","None","4","Arts and Crafts|Dancing|Exercise Classes|Games/Cards","NR","NR"
"11969926","LIGHTHOUSE CAPE CORAL ALF INC","CAPE CORAL","Lee","6","0","0","$0.00","0","0","0","0","0","0","NR","NR","4","Arts and Crafts|Games/Cards|Gardening|Social Events/Outings","NR","NR"
"11969927","TROPICAL ESTATES ALF CORP","MIAMI","Miami-Dade","6","0","0","$0.00","3","0","0","3","0","0","1","None","2","Arts and Crafts|Exercise Classes","NR","NR"
"11969928","MANIFESTATIONS ASSISTED LIVING FACILITY","TAMPA","Hillsborough","8","1","1","$0.00","1","0","0","1","0","0","1","None","6","Arts and Crafts|Exercise Classes|Games/Cards|Music Programs|Social Events/Outings|Theater and Movies","NR","NR"
"11969929","SPECIALLY FIT FOUNDATION","DOVER","Hillsborough","6","1","1","$500.00","4","0","0","3","0","1","1","None","4","Dancing|Exercise Classes|Social Events/Outings|Theater and Movies","NR","NR"
"11969930","LA GLORIA DE DIOS LLC","MIAMI","Miami-Dade","6","0","0","$0.00","2","0","0","2","0","0","1","3rd Party Part-Time","5","Arts and Crafts|Dancing|Exercise Classes|Games/Cards|Gardening","2","Occupational Therapy|Physical Therapy"
"11969931","NEW JOURNEYS RESIDENTIAL HOME CARE","TALLAHASSEE","Leon","6","1","0","$0.00","0","0","0","0","0","0","1","Direct 24hr","10","Arts and Crafts|Cooking Classes|Dancing|Exercise Classes|Games/Cards|Gardening|Music Programs|Shopping|Social Events/Outings|Theater and Movies","2","Memory Care|Pet Therapy"
"11969933","HAVENCREST ALF","COCONUT CREEK","Broward","6","0","1","$0.00","0","0","0","0","0","0","1","3rd Party Part-Time","6","Arts and Crafts|Dancing|Games/Cards|Social Events/Outings|Theater and Movies|Other","NR","NR"
"11969935","BLAKE AT HAMLIN, THE","WINTER GARDEN","Orange","114","8","9","$39,450.00","50","2","6","33","0","9","1","Direct 24hr","11","Arts and Crafts|Cooking Classes|Dancing|Exercise Classes|Games/Cards|Gardening|Music Programs|Shopping|Social Events/Outings|Theater and Movies|Other","7","Massage Therapy/Spa|Memory Care|Occupational Therapy|Pet Therapy|Physical Therapy|Speech Therapy|Other"
"11969937","ARNAIS ASSISTED LIVING INC","MIAMI","Miami-Dade","8","0","0","$0.00","4","0","0","4","0","0","1","3rd Party 24hr","6","Arts and Crafts|Cooking Classes|Dancing|Exercise Classes|Games/Cards|Gardening","NR","NR"
"11969938","SANCERRE AT PALM COAST","PALM COAST","Flagler","116","1","0","$0.00","4","0","0","4","0","0","1","Direct 24hr","8","Arts and Crafts|Dancing|Exercise Classes|Gardening|Music Programs|Shopping|Social Events/Outings|Theater and Movies","1","Memory Care"
"11969939","ELLIE'S ASSISTED LIVING LLC","PORT SAINT LUCIE","St. Lucie","6","0","2","$1,400.00","12","0","0","11","0","1","2","Direct 24hr|Direct Part-Time","5","Arts and Crafts|Exercise Classes|Games/Cards|Music Programs|Social Events/Outings","NR","NR"
"11969943","GROVE AT TRELAGO THE","MAITLAND","Orange","130","2","4","$9,700.00","22","0","2","17","0","3","2","Direct 24hr|Direct Part-Time","10","Arts and Crafts|Cooking Classes|Dancing|Exercise Classes|Games/Cards|Gardening|Music Programs|Shopping|Social Events/Outings|Theater and Movies","1","Memory Care"
"11969944","HARBORCHASE OF DAYTONA BEACH","DAYTONA BEACH","Volusia","99","0","2","$0.00","1","0","0","1","0","0","1","Direct 24hr","10","Arts and Crafts|Cooking Classes|Dancing|Exercise Classes|Games/Cards|Gardening|Music Programs|Shopping|Social Events/Outings|Theater and Movies","1","Memory Care"
"11969947","THE GALLERY AT NORTH PORT","NORTH PORT","Sarasota","108","4","0","$0.00","0","0","0","0","0","0","1","Direct 24hr","11","Arts and Crafts|Cooking Classes|Dancing|Exercise Classes|Games/Cards|Gardening|Music Programs|Shopping|Social Events/Outings|Theater and Movies|Yoga","8","Audiology|Massage Therapy/Spa|Memory Care|Occupational Therapy|Pet Therapy|Physical Therapy|Speech Therapy|Water Therapy"
"11969948","BARNETT WOODLAND ALF INC","WEST PARK","Broward","6","2","1","$3,000.00","28","0","0","19","4","5","1","Direct 24hr","7","Arts and Crafts|Dancing|Exercise Classes|Games/Cards|Music Programs|Social Events/Outings|Theater and Movies","NR","NR"
"11969950","VHIN CARES-CLAYTON","BRANDON","Hillsborough","6","0","0","$0.00","2","0","0","2","0","0","1","3rd Party Part-Time","7","Arts and Crafts|Dancing|Exercise Classes|Games/Cards|Music Programs|Social Events/Outings|Theater and Movies","NR","NR"
"11969952","DIVINE OASIS ALF LLC","VALRICO","Hillsborough","6","2","0","$0.00","9","0","0","8","0","1","1","3rd Party 24hr","11","Arts and Crafts|Cooking Classes|Dancing|Exercise Classes|Games/Cards|Gardening|Music Programs|Shopping|Social Events/Outings|Theater and Movies|Other","NR","NR"
"11969955","GRANDE CYPRESS ALF, LLC","LAKE CITY","Columbia","54","0","0","$0.00","0","0","0","0","0","0","1","Direct Part-Time","7","Arts and Crafts|Dancing|Exercise Classes|Games/Cards|Music Programs|Social Events/Outings|Theater and Movies","NR","NR"
"11969956","MERIDIAN AT BRANDON THE","TAMPA","Hillsborough","156","10","3","$11,500.00","21","1","0","18","0","2","1","Direct 24hr","8","Arts and Crafts|Dancing|Exercise Classes|Games/Cards|Music Programs|Shopping|Social Events/Outings|Theater and Movies","6","Massage Therapy/Spa|Memory Care|Occupational Therapy|Pet Therapy|Physical Therapy|Speech Therapy"
"11969963","VILLA PAZ ALF II INC","MIAMI","Miami-Dade","14","1","0","$0.00","8","0","0","8","0","0","1","3rd Party Part-Time","3","Games/Cards|Music Programs|Social Events/Outings","NR","NR"
"11969964","VILLA PAZ ALF I INC","MIAMI","Miami-Dade","14","1","0","$0.00","10","0","0","10","0","0","1","3rd Party Part-Time","8","Arts and Crafts|Dancing|Exercise Classes|Games/Cards|Gardening|Music Programs|Shopping|Social Events/Outings","NR","NR"
"11969968","CASALIA GARDENS","SPRING HILL","Hernando","10","2","0","$0.00","3","0","0","1","0","2","3","Direct 24hr|Direct Part-Time|3rd Party 24hr","10","Arts and Crafts|Cooking Classes|Dancing|Exercise Classes|Games/Cards|Gardening|Music Programs|Shopping|Social Events/Outings|Yoga","5","Memory Care|Occupational Therapy|Pet Therapy|Physical Therapy|Speech Therapy"
"11969976","NUNEZ ADULT CARE LLC","MIAMI","Miami-Dade","6","0","0","$0.00","8","0","0","8","0","0","1","3rd Party 24hr","2","Arts and Crafts|Games/Cards","NR","NR"
"11969982","SANCTUARY BY STRIVE - BEAR LAKE","APOPKA","Orange","15","1","2","$5,000.00","9","0","1","8","0","0","1","Direct 24hr","11","Arts and Crafts|Cooking Classes|Dancing|Exercise Classes|Games/Cards|Gardening|Music Programs|Shopping|Social Events/Outings|Theater and Movies|Yoga","5","Memory Care|Occupational Therapy|Pet Therapy|Physical Therapy|Speech Therapy"
"11969983","YOUR SANCTUARY ASSISTED LIVING LLC","ORLANDO","Orange","6","0","3","$4,200.00","21","0","0","19","0","2","1","None","5","Arts and Crafts|Dancing|Exercise Classes|Games/Cards|Social Events/Outings","1","Memory Care"
"11969985","CAPE CORAL ASSISTED LIVING FACILITY LLC","CAPE CORAL","Lee","6","0","0","$0.00","0","0","0","0","0","0","1","None","6","Arts and Crafts|Dancing|Games/Cards|Gardening|Social Events/Outings|Theater and Movies","NR","NR"
"11969986","L & D PARADISE LLC","MARGATE","Broward","5","0","1","$500.00","9","0","0","8","0","1","2","Direct 24hr|Direct Part-Time","8","Arts and Crafts|Dancing|Exercise Classes|Games/Cards|Music Programs|Shopping|Social Events/Outings|Theater and Movies","NR","NR"
"11969988","ETERNALLY RICH ASSISTED LIVING FACILITY","TALLAHASSEE","Leon","6","0","0","$0.00","1","0","0","0","1","0","1","None","10","Arts and Crafts|Cooking Classes|Dancing|Exercise Classes|Games/Cards|Gardening|Music Programs|Shopping|Social Events/Outings|Theater and Movies","NR","NR"
"11969993","SUNNY VISTA ASSISTED LIVING FACILITY LLC","TAMPA","Hillsborough","1","1","1","$10,500.00","4","1","0","2","0","1","1","Direct 24hr","7","Arts and Crafts|Exercise Classes|Games/Cards|Gardening|Music Programs|Social Events/Outings|Theater and Movies","2","Memory Care|Pet Therapy"
"11969994","ORCHARD PARK ASSISTED LIVING LLC","OCOEE","Orange","10","0","0","$0.00","2","0","0","2","0","0","1","None","9","Arts and Crafts|Cooking Classes|Dancing|Exercise Classes|Games/Cards|Music Programs|Shopping|Social Events/Outings|Theater and Movies","1","Pet Therapy"
"11969995","MERINO ASSISTED LIVING FACILITY","WINDERMERE","Orange","6","0","0","$0.00","0","0","0","0","0","0","1","3rd Party 24hr","10","Arts and Crafts|Dancing|Exercise Classes|Games/Cards|Gardening|Music Programs|Shopping|Social Events/Outings|Theater and Movies|Yoga","NR","NR"
"11970005","SPECIALLY FIT FOUNDATION CORPORATION","TAMPA","Hillsborough","6","1","1","$1,650.00","11","0","0","10","0","1","1","None","8","Arts and Crafts|Cooking Classes|Dancing|Exercise Classes|Games/Cards|Shopping|Social Events/Outings|Other","NR","NR"
"11970007","FLAWLESS COSMETICS AND RECOVERY","PEMBROKE PINES","Broward","6","0","0","$0.00","8","0","0","6","0","2","2","Direct 24hr|Direct Part-Time","7","Arts and Crafts|Exercise Classes|Games/Cards|Gardening|Music Programs|Social Events/Outings|Theater and Movies","1","Other"
"11970008","NATES HEALTH SERVICES LLC","PORT SAINT LUCIE","St. Lucie","6","1","0","$0.00","5","0","0","5","0","0","1","Direct Part-Time","5","Arts and Crafts|Games/Cards|Music Programs|Shopping|Social Events/Outings","NR","NR"
"11970009","LIFE VISION'S ASSISTED LIVING AND QUALITY CARE","TAMPA","Hillsborough","8","0","2","$0.00","8","0","0","7","0","1","1","None","9","Arts and Crafts|Dancing|Exercise Classes|Games/Cards|Gardening|Music Programs|Shopping|Social Events/Outings|Theater and Movies","1","Memory Care"
"11970022","THE LOVING CARE HOME LLC","PORT SAINT LUCIE","St. Lucie","6","0","0","$0.00","2","0","0","2","0","0","1","3rd Party Part-Time","5","Arts and Crafts|Games/Cards|Music Programs|Social Events/Outings|Theater and Movies","NR","NR"
"11970027","ROYAL VISTA ASSISTED LIVING INC","LEHIGH ACRES","Lee","12","1","1","$0.00","5","0","0","5","0","0","1","None","8","Arts and Crafts|Dancing|Exercise Classes|Games/Cards|Gardening|Music Programs|Social Events/Outings|Other","1","Other"
"11970028","KARING HEARTS LLC","WEST PALM BEACH","Palm Beach","6","0","1","$0.00","4","0","0","3","0","1","1","Direct 24hr","9","Arts and Crafts|Cooking Classes|Dancing|Exercise Classes|Games/Cards|Gardening|Music Programs|Shopping|Social Events/Outings","NR","NR"
"11970029","ROYALTY FIRST LLC","PORT SAINT LUCIE","St. Lucie","6","0","0","$0.00","10","0","0","8","1","1","2","Direct 24hr|3rd Party 24hr","7","Arts and Crafts|Exercise Classes|Games/Cards|Gardening|Music Programs|Social Events/Outings|Theater and Movies","2","Occupational Therapy|Physical Therapy"
"11970032","SHANGRI-LA ALF 868 LLC","PALM BAY","Brevard","6","1","1","$500.00","7","0","0","6","0","1","1","None","4","Arts and Crafts|Exercise Classes|Games/Cards|Music Programs","3","Memory Care|Pet Therapy|Physical Therapy"
"11970035","IVANHOE ALF INC.","DAVIE","Broward","6","0","0","$0.00","0","0","0","0","0","0","2","Direct 24hr|Direct Part-Time","9","Arts and Crafts|Dancing|Exercise Classes|Games/Cards|Gardening|Music Programs|Shopping|Social Events/Outings|Theater and Movies","NR","NR"
"11970040","LEGACY POINTE AT UCF","OVIEDO","Seminole","86","2","2","$10,000.00","7","0","2","5","0","0","1","Direct 24hr","10","Arts and Crafts|Cooking Classes|Dancing|Exercise Classes|Games/Cards|Gardening|Music Programs|Shopping|Social Events/Outings|Theater and Movies","1","Memory Care"
"11970042","BLUE FOUNTAIN I HOME CARE, LLC","PALM BAY","Brevard","6","0","1","$0.00","6","0","0","5","0","1","1","None","9","Arts and Crafts|Dancing|Exercise Classes|Games/Cards|Gardening|Music Programs|Shopping|Social Events/Outings|Theater and Movies","NR","NR"
"11970043","PARAISO TROPICAL HOME SERVICES LLC","MIAMI","Miami-Dade","14","0","0","$0.00","0","0","0","0","0","0","1","None","4","Arts and Crafts|Dancing|Exercise Classes|Games/Cards","NR","NR"
"11970045","SOL Y ANGEL ALF LLC","MIAMI LAKES","Miami-Dade","6","0","0","$0.00","1","0","0","1","0","0","1","None","4","Arts and Crafts|Dancing|Exercise Classes|Games/Cards","NR","NR"
"11970047","VITALITY SPRING RESORT ALF LLC","PORT SAINT LUCIE","St. Lucie","6","0","0","$0.00","0","0","0","0","0","0","1","3rd Party Part-Time","4","Arts and Crafts|Games/Cards|Music Programs|Social Events/Outings","NR","NR"
"11970048","BUCKINGHAM COURT ASSISTED LIVING LLC","ROCKLEDGE","Brevard","6","0","0","$0.00","0","0","0","0","0","0","1","3rd Party Part-Time","8","Arts and Crafts|Dancing|Exercise Classes|Games/Cards|Gardening|Music Programs|Shopping|Social Events/Outings","NR","NR"
"11970051","MILLER'S ADULT HOME CARE, LLC","ORANGE PARK","Clay","6","0","1","$1,000.00","9","0","0","7","0","2","1","Direct 24hr","5","Arts and Crafts|Exercise Classes|Games/Cards|Music Programs|Theater and Movies","1","Other"
"11970053","SWEET GARDEN ALF CORP","ORLANDO","Orange","6","0","0","$0.00","0","0","0","0","0","0","1","Direct 24hr","8","Arts and Crafts|Cooking Classes|Dancing|Exercise Classes|Games/Cards|Gardening|Shopping|Theater and Movies","2","Memory Care|Physical Therapy"
"11970057","CAPRI ALF CORP","TAMPA","Hillsborough","6","0","0","$0.00","0","0","0","0","0","0","2","Direct 24hr|Direct Part-Time","9","Arts and Crafts|Dancing|Exercise Classes|Games/Cards|Gardening|Music Programs|Shopping|Social Events/Outings|Theater and Movies","NR","NR"
"11970058","THE CANOPY AT HICKORY CREEK","TITUSVILLE","Brevard","72","1","2","$5,500.00","9","0","1","7","0","1","1","Direct Part-Time","8","Arts and Crafts|Dancing|Exercise Classes|Games/Cards|Music Programs|Shopping|Social Events/Outings|Theater and Movies","4","Memory Care|Occupational Therapy|Physical Therapy|Speech Therapy"
"11970059","SILVER TREASURES AT FLEMING ISLAND","MIDDLEBURG","Clay","33","0","0","$0.00","0","0","0","0","0","0","2","Direct Part-Time|3rd Party Part-Time","10","Arts and Crafts|Cooking Classes|Dancing|Exercise Classes|Games/Cards|Gardening|Music Programs|Shopping|Social Events/Outings|Theater and Movies","3","Occupational Therapy|Pet Therapy|Physical Therapy"
"11970061","ISABELLA'S PARADISE ALF LLC","CUTLER BAY","Miami-Dade","6","0","1","$10,625.00","10","0","3","7","0","0","1","None","4","Arts and Crafts|Dancing|Exercise Classes|Games/Cards","NR","NR"
"11970067","BLESSED HOME ALF LLC","MIAMI","Miami-Dade","6","0","2","$9,350.00","6","0","1","5","0","0","1","None","NR","NR","NR","NR"
"11970069","HAMPTON MANOR OF PUNTA GORDA LLC","PUNTA GORDA","Charlotte","120","3","3","$80,500.00","9","3","2","3","0","1","1","Direct Part-Time","8","Arts and Crafts|Dancing|Exercise Classes|Games/Cards|Music Programs|Shopping|Social Events/Outings|Theater and Movies","5","Memory Care|Occupational Therapy|Pet Therapy|Physical Therapy|Speech Therapy"
