"File Number","Facility","City","County","Bed Size","Number of Substantiated Complaints","Sanctions/Final Orders","Fine Amount","Total Deficiencies","Class 1","Class 2","Class 3","Class 4","Unclassified","Number of Activities","Activities","Number of Nurse Availability","Nurse Availability","Number of Special Programs and Services","Special Programs and Services"
"11967209","BALMORAL SENIOR LIVING","LAKE PLACID","Highlands","126","4","1","$2,000.00","11","0","0","11","0","0","1","Direct 24hr","9","Arts and Crafts|Dancing|Exercise Classes|Games/Cards|Gardening|Music Programs|Shopping|Social Events/Outings|Theater and Movies","4","Memory Care|Occupational Therapy|Pet Therapy|Speech Therapy"
"11967210","MOM & DAUGHTER HOME CARE ALF, INC","MIAMI","Miami-Dade","6","1","1","$400.00","3","0","0","2","0","1","1","3rd Party Part-Time","6","Arts and Crafts|Dancing|Exercise Classes|Games/Cards|Music Programs|Social Events/Outings","2","Occupational Therapy|Physical Therapy"
"11967220","RICK & DAUVY ALF, INC","CUTLER RIDGE","Miami-Dade","6","0","1","$500.00","2","0","0","2","0","0","1","None","8","Arts and Crafts|Dancing|Exercise Classes|Games/Cards|Gardening|Shopping|Social Events/Outings|Theater and Movies","2","Occupational Therapy|Physical Therapy"
"11967222","MGR HOME, INC","MIAMI","Miami-Dade","6","0","0","$0.00","8","0","0","8","0","0","1","3rd Party Part-Time","7","Arts and Crafts|Dancing|Exercise Classes|Games/Cards|Music Programs|Social Events/Outings|Theater and Movies","NR","NR"
"11967224","THE VILLA OF DELRAY LLC","DELRAY BEACH","Palm Beach","14","0","5","$21,350.00","10","0","0","10","0","0","1","Direct 24hr","5","Arts and Crafts|Exercise Classes|Games/Cards|Music Programs|Social Events/Outings","5","Memory Care|Occupational Therapy|Pet Therapy|Physical Therapy|Speech Therapy"
"11967226","ALF FAMILY SOLUTION CORP","MIAMI","Miami-Dade","6","0","3","$2,900.00","15","1","0","13","0","1","1","None","4","Arts and Crafts|Dancing|Exercise Classes|Games/Cards","NR","NR"
"11967229","PLAMAR HOME CARE SERVICES, INC","MIAMI","Miami-Dade","6","0","0","$0.00","1","0","0","1","0","0","1","3rd Party 24hr","7","Arts and Crafts|Cooking Classes|Dancing|Exercise Classes|Games/Cards|Gardening|Music Programs","NR","NR"
"11967230","ALLEGRO","SAINT AUGUSTINE","St. Johns","46","0","1","$0.00","2","0","0","2","0","0","1","Direct 24hr","11","Arts and Crafts|Cooking Classes|Dancing|Exercise Classes|Games/Cards|Gardening|Music Programs|Shopping|Social Events/Outings|Theater and Movies|Yoga","1","Other"
"11967240","TORIA'S ASSISTED LIVING FACILITY II","BRANDON","Hillsborough","7","3","10","$19,000.00","12","0","0","11","0","1","1","3rd Party 24hr","11","Arts and Crafts|Cooking Classes|Dancing|Exercise Classes|Games/Cards|Gardening|Music Programs|Shopping|Social Events/Outings|Theater and Movies|Yoga","1","Physical Therapy"
"11967249","LIFETIME ALF CO","MIAMI","Miami-Dade","6","0","2","$6,500.00","15","0","3","9","0","3","1","None","4","Arts and Crafts|Games/Cards|Music Programs|Social Events/Outings","NR","NR"
"11967251","GOLDEN RANCH, INC.","SOUTHWEST RANCHES","Broward","6","0","0","$0.00","1","0","0","1","0","0","1","None","7","Arts and Crafts|Dancing|Exercise Classes|Games/Cards|Music Programs|Social Events/Outings|Theater and Movies","1","Pet Therapy"
"11967253","LA PAZ HOME CARE CORP","MIAMI","Miami-Dade","6","0","2","$1,600.00","5","0","0","4","0","1","1","None","4","Arts and Crafts|Dancing|Games/Cards|Gardening","NR","NR"
"11967256","MI SUBLIME ATARDECER INC","MIAMI GARDENS","Miami-Dade","6","0","1","$0.00","13","0","0","13","0","0","1","None","2","Games/Cards|Music Programs","NR","NR"
"11967259","HERNANDEZ ALF","TAMPA","Hillsborough","6","0","0","$0.00","0","0","0","0","0","0","1","3rd Party Part-Time","6","Arts and Crafts|Dancing|Games/Cards|Gardening|Music Programs|Theater and Movies","NR","NR"
"11967264","ST. JUDE HOME CARE, INC","MIAMI","Miami-Dade","6","1","0","$0.00","4","0","0","4","0","0","1","3rd Party Part-Time","4","Arts and Crafts|Games/Cards|Music Programs|Social Events/Outings","3","Occupational Therapy|Physical Therapy|Speech Therapy"
"11967267","COUNTRY LIVING ASSISTED CARE CENTER, INC","PORT SAINT LUCIE","St. Lucie","6","0","0","$0.00","1","0","0","1","0","0","1","3rd Party Part-Time","6","Arts and Crafts|Dancing|Exercise Classes|Games/Cards|Shopping|Social Events/Outings","1","Pet Therapy"
"11967269","ZION'S II ASSISTED LIVING FACILITY","PALM BAY","Brevard","6","0","0","$0.00","2","0","0","1","0","1","1","Direct Part-Time","8","Arts and Crafts|Cooking Classes|Exercise Classes|Games/Cards|Music Programs|Shopping|Social Events/Outings|Theater and Movies","NR","NR"
"11967271","PREMIER ASSISTED LIVING","MIAMI","Miami-Dade","6","1","0","$0.00","2","0","0","2","0","0","1","None","7","Arts and Crafts|Dancing|Exercise Classes|Games/Cards|Gardening|Music Programs|Social Events/Outings","4","Occupational Therapy|Pet Therapy|Physical Therapy|Speech Therapy"
"11967279","LOVING ELDERLY CARE, INC","MIAMI","Miami-Dade","6","2","1","$0.00","8","0","0","7","0","1","1","3rd Party Part-Time","6","Arts and Crafts|Dancing|Exercise Classes|Games/Cards|Gardening|Social Events/Outings","2","Occupational Therapy|Physical Therapy"
"11967280","SPRING OF LIFE CARE, INC.","MIAMI","Miami-Dade","6","1","2","$1,500.00","17","0","0","15","0","2","1","3rd Party Part-Time","6","Arts and Crafts|Dancing|Exercise Classes|Games/Cards|Gardening|Social Events/Outings","NR","NR"
"11967286","BEST CARE SENIOR LIVING AT ST PETE LLC","SAINT PETERSBURG","Pinellas","120","8","4","$3,500.00","19","0","0","16","0","3","1","3rd Party Part-Time","8","Arts and Crafts|Dancing|Games/Cards|Gardening|Music Programs|Shopping|Social Events/Outings|Theater and Movies","NR","NR"
"11967287","FAMILY FIRST ALF INC","MIAMI","Miami-Dade","6","0","2","$4,350.00","15","0","2","12","0","1","1","None","6","Arts and Crafts|Dancing|Exercise Classes|Games/Cards|Gardening|Social Events/Outings","NR","NR"
"11967294","MELBA COVE LLC","PALM BAY","Brevard","6","0","0","$0.00","0","0","0","0","0","0","NR","NR","6","Arts and Crafts|Exercise Classes|Games/Cards|Gardening|Shopping|Theater and Movies","NR","NR"
"11967301","J & D ALF II LLC","CUTLER BAY","Miami-Dade","6","2","2","$2,600.00","18","0","1","16","0","1","1","None","5","Arts and Crafts|Dancing|Games/Cards|Shopping|Social Events/Outings","NR","NR"
"11967303","SRA CARIDAD RETIREMENT HOME CARE INC","MIAMI","Miami-Dade","6","0","0","$0.00","6","0","0","6","0","0","1","None","4","Arts and Crafts|Dancing|Exercise Classes|Games/Cards","NR","NR"
"11967313","SERENE LIVING FACILITIES INC","MIAMI","Miami-Dade","6","0","1","$250.00","26","0","1","25","0","0","1","None","4","Arts and Crafts|Games/Cards|Music Programs|Social Events/Outings","NR","NR"
"11967319","SILVER DAYS, INC","MIAMI","Miami-Dade","6","0","1","$800.00","5","0","0","3","0","2","1","None","4","Arts and Crafts|Dancing|Exercise Classes|Games/Cards","NR","NR"
"11967325","SOL RADIANTE, INC","HOMESTEAD","Miami-Dade","6","0","1","$1,125.00","12","0","0","11","0","1","1","None","7","Arts and Crafts|Dancing|Exercise Classes|Games/Cards|Music Programs|Social Events/Outings|Other","NR","NR"
"11967327","GOLDEN AGE ALF V, LLC","HIALEAH","Miami-Dade","6","0","2","$1,150.00","17","0","0","16","0","1","1","3rd Party Part-Time","8","Arts and Crafts|Dancing|Exercise Classes|Games/Cards|Gardening|Music Programs|Social Events/Outings|Theater and Movies","NR","NR"
"11967330","MERCY & MICHAEL ALF, LLC","MIAMI","Miami-Dade","14","2","1","$0.00","15","0","0","15","0","0","1","None","5","Arts and Crafts|Dancing|Exercise Classes|Games/Cards|Music Programs","NR","NR"
"11967331","SOUTH FLORIDA SENIOR CARE INC","MIAMI","Miami-Dade","6","0","0","$0.00","5","0","0","4","0","1","1","3rd Party 24hr","5","Arts and Crafts|Dancing|Exercise Classes|Games/Cards|Gardening","NR","NR"
"11967333","MARISOL ALF CORP","MIAMI","Miami-Dade","6","0","2","$1,650.00","5","0","0","5","0","0","NR","NR","4","Arts and Crafts|Games/Cards|Music Programs|Social Events/Outings","NR","NR"
"11967339","ACCORDIA WOODS, LLC","PALM HARBOR","Pinellas","25","1","1","$300.00","13","0","0","13","0","0","1","3rd Party Part-Time","7","Arts and Crafts|Cooking Classes|Exercise Classes|Games/Cards|Music Programs|Social Events/Outings|Theater and Movies","NR","NR"
"11967341","LOVE PARADISE, INC","MIAMI","Miami-Dade","6","0","4","$7,375.00","16","0","3","12","0","1","NR","NR","6","Arts and Crafts|Dancing|Exercise Classes|Games/Cards|Music Programs|Social Events/Outings","NR","NR"
"11967347","ELENA PALACE CORP","MIAMI","Miami-Dade","6","1","1","$7,000.00","17","0","2","15","0","0","1","None","3","Arts and Crafts|Games/Cards|Music Programs","NR","NR"
"11967348","LORETO HOMES INC","HOMESTEAD","Miami-Dade","6","0","0","$0.00","10","0","0","10","0","0","1","None","5","Arts and Crafts|Dancing|Exercise Classes|Games/Cards|Social Events/Outings","3","Occupational Therapy|Physical Therapy|Speech Therapy"
"11967351","TORIA'S ASSISTED LIVING FACILITY I","TAMPA","Hillsborough","7","1","4","$8,000.00","19","0","0","14","0","5","1","3rd Party Part-Time","11","Arts and Crafts|Cooking Classes|Dancing|Exercise Classes|Games/Cards|Gardening|Music Programs|Shopping|Social Events/Outings|Theater and Movies|Yoga","NR","NR"
"11967356","EMMANUEL CARE ASSISTED LIVING FACILITY","PALM BEACH GARDENS","Palm Beach","6","0","0","$0.00","4","0","0","4","0","0","2","Direct Part-Time|3rd Party Part-Time","6","Arts and Crafts|Dancing|Exercise Classes|Games/Cards|Social Events/Outings|Theater and Movies","2","Memory Care|Other"
"11967363","WHISPERING PINES HOME CARE INC.","CUTLER RIDGE","Miami-Dade","6","0","3","$4,100.00","39","0","1","34","0","4","1","None","8","Dancing|Exercise Classes|Games/Cards|Gardening|Music Programs|Shopping|Social Events/Outings|Theater and Movies","5","Massage Therapy/Spa|Occupational Therapy|Pet Therapy|Physical Therapy|Speech Therapy"
"11967368","PAZ CON AMOR INC","MIAMI","Miami-Dade","14","3","4","$8,000.00","19","0","1","18","0","0","1","None","6","Arts and Crafts|Dancing|Games/Cards|Gardening|Music Programs|Social Events/Outings","1","Memory Care"
"11967369","JOSE YOANDRY ALF CORP","MIAMI","Miami-Dade","6","0","1","$350.00","1","0","0","1","0","0","1","None","4","Arts and Crafts|Dancing|Exercise Classes|Games/Cards","NR","NR"
"11967370","LIVING WELL ALF #2","CUTLER BAY","Miami-Dade","6","0","2","$5,800.00","16","0","1","13","0","2","2","3rd Party 24hr|3rd Party Part-Time","8","Arts and Crafts|Cooking Classes|Dancing|Exercise Classes|Games/Cards|Gardening|Music Programs|Social Events/Outings","NR","NR"
"11967379","BAMBOO VILLAS ASSISTED LIVING FACILITY LLC","TAMPA","Hillsborough","24","0","0","$0.00","1","0","0","1","0","0","1","3rd Party 24hr","8","Arts and Crafts|Dancing|Exercise Classes|Games/Cards|Gardening|Music Programs|Social Events/Outings|Theater and Movies","4","Occupational Therapy|Pet Therapy|Physical Therapy|Speech Therapy"
"11967382","MIS ABUELOS HOME CARE CORP","TAMPA","Hillsborough","6","0","0","$0.00","0","0","0","0","0","0","1","3rd Party Part-Time","8","Arts and Crafts|Cooking Classes|Dancing|Exercise Classes|Games/Cards|Gardening|Music Programs|Social Events/Outings","4","Memory Care|Occupational Therapy|Physical Therapy|Speech Therapy"
"11967383","TROPICAL LIVING CLUB 2","MERRITT ISLAND","Brevard","11","0","0","$0.00","0","0","0","0","0","0","1","None","4","Games/Cards|Shopping|Social Events/Outings|Other","NR","NR"
"11967394","BLUE FOUNTAIN HOME CARE, LLC","PALM BAY","Brevard","6","0","0","$0.00","4","0","0","3","0","1","1","None","6","Arts and Crafts|Exercise Classes|Games/Cards|Gardening|Shopping|Theater and Movies","3","Massage Therapy/Spa|Occupational Therapy|Physical Therapy"
"11967402","EXCELSIOR OMEGA INC","SARASOTA","Sarasota","12","0","4","$6,500.00","3","1","0","1","0","1","2","None|3rd Party Part-Time","8","Arts and Crafts|Dancing|Exercise Classes|Games/Cards|Music Programs|Shopping|Social Events/Outings|Theater and Movies","NR","NR"
"11967404","PINES RETIREMENT RESIDENCE, INC.","PEMBROKE PINES","Broward","6","0","1","$500.00","3","0","0","3","0","0","1","None","6","Arts and Crafts|Exercise Classes|Games/Cards|Music Programs|Social Events/Outings|Theater and Movies","3","Massage Therapy/Spa|Occupational Therapy|Physical Therapy"
"11967405","ESTEVEZ HOME CARE CORP","MIAMI","Miami-Dade","6","0","0","$0.00","0","0","0","0","0","0","1","None","9","Arts and Crafts|Dancing|Exercise Classes|Games/Cards|Gardening|Music Programs|Shopping|Social Events/Outings|Theater and Movies","NR","NR"
"11967407","HOSTAL NOSTALGIA ALF","MIAMI","Miami-Dade","6","0","3","$1,500.00","7","0","0","6","0","1","1","None","6","Arts and Crafts|Dancing|Games/Cards|Gardening|Social Events/Outings|Theater and Movies","NR","NR"
"11967411","DIOS DA EL MANA CORP","MIAMI","Miami-Dade","6","0","2","$10,000.00","15","0","2","12","0","1","1","None","6","Arts and Crafts|Dancing|Exercise Classes|Games/Cards|Gardening|Social Events/Outings","NR","NR"
"11967412","BLANCA AZUZENA HOME CARE INC","HOMESTEAD","Miami-Dade","6","0","2","$4,800.00","14","0","1","13","0","0","1","None","5","Arts and Crafts|Games/Cards|Music Programs|Social Events/Outings|Theater and Movies","NR","NR"
"11967413","WEST DADE FAMILY CARE CORP","MIAMI","Miami-Dade","6","0","0","$0.00","0","0","0","0","0","0","1","None","4","Arts and Crafts|Games/Cards|Music Programs|Social Events/Outings","NR","NR"
"11967414","NEW HORIZON ASSISTED LIVING INC","HOMESTEAD","Miami-Dade","6","1","1","$1,500.00","28","0","0","28","0","0","1","3rd Party Part-Time","5","Arts and Crafts|Games/Cards|Gardening|Music Programs|Shopping","3","Occupational Therapy|Physical Therapy|Speech Therapy"
"11967417","THE BEACON AT GULF BREEZE","GULF BREEZE","Santa Rosa","120","7","2","$10,000.00","9","0","2","7","0","0","1","Direct Part-Time","10","Arts and Crafts|Cooking Classes|Dancing|Exercise Classes|Games/Cards|Gardening|Music Programs|Shopping|Social Events/Outings|Theater and Movies","3","Memory Care|Occupational Therapy|Physical Therapy"
"11967421","GOOD SAMARITAN SOCIETY-KISSIMMEE VILLAGE","KISSIMMEE","Osceola","44","2","8","$27,000.00","48","0","1","38","0","9","1","Direct Part-Time","8","Arts and Crafts|Exercise Classes|Games/Cards|Gardening|Music Programs|Shopping|Social Events/Outings|Theater and Movies","NR","NR"
"11967423","SUNSHINE SENIOR CARE SERVICES INC","PEMBROKE PINES","Broward","6","0","0","$0.00","3","0","0","3","0","0","1","3rd Party Part-Time","5","Arts and Crafts|Dancing|Games/Cards|Music Programs|Social Events/Outings","2","Occupational Therapy|Physical Therapy"
"11967424","MISTER AMADEO'S RETIREMENT HOME INC","MIAMI","Miami-Dade","6","2","1","$800.00","10","0","0","8","0","2","1","None","5","Arts and Crafts|Dancing|Exercise Classes|Games/Cards|Gardening","NR","NR"
"11967425","HAPPY PLACE GROUP HOME INC","MIAMI","Miami-Dade","6","2","0","$0.00","3","0","0","3","0","0","1","None","4","Arts and Crafts|Games/Cards|Music Programs|Social Events/Outings","NR","NR"
"11967426","PARADISE HOME ALF CORP","CUTLER BAY","Miami-Dade","6","0","1","$300.00","4","0","0","4","0","0","1","None","3","Arts and Crafts|Games/Cards|Social Events/Outings","NR","NR"
"11967431","LENOX BY RSR","LAUDERHILL","Broward","174","9","2","$0.00","6","0","1","4","1","0","1","Direct 24hr","11","Arts and Crafts|Cooking Classes|Dancing|Exercise Classes|Games/Cards|Gardening|Music Programs|Shopping|Social Events/Outings|Theater and Movies|Yoga","7","Audiology|Massage Therapy/Spa|Memory Care|Occupational Therapy|Pet Therapy|Physical Therapy|Speech Therapy"
"11967434","ORLANDO LUTHERAN TOWERS INC","ORLANDO","Orange","109","1","2","$2,000.00","23","0","0","22","0","1","1","Direct 24hr","11","Arts and Crafts|Cooking Classes|Dancing|Exercise Classes|Games/Cards|Gardening|Music Programs|Shopping|Social Events/Outings|Theater and Movies|Yoga","1","Memory Care"
"11967435","RESIDENCIA ILENIA INC","MIAMI","Miami-Dade","6","0","0","$0.00","1","0","0","1","0","0","1","3rd Party Part-Time","5","Arts and Crafts|Dancing|Exercise Classes|Games/Cards|Gardening","2","Occupational Therapy|Physical Therapy"
"11967440","BANANA RIVER VILLAS","MERRITT ISLAND","Brevard","6","0","1","$0.00","2","0","0","2","0","0","1","3rd Party 24hr","5","Arts and Crafts|Exercise Classes|Games/Cards|Shopping|Social Events/Outings","NR","NR"
"11967441","PERSONALIZED HEALTH SERVICES, CORP","MIAMI","Miami-Dade","6","0","1","$400.00","4","0","0","3","0","1","NR","NR","3","Dancing|Music Programs|Theater and Movies","NR","NR"
"11967442","GOLD CHOICE ORMOND BEACH","ORMOND BEACH","Volusia","75","3","1","$0.00","4","0","0","4","0","0","1","None","10","Arts and Crafts|Cooking Classes|Dancing|Exercise Classes|Games/Cards|Gardening|Music Programs|Shopping|Social Events/Outings|Theater and Movies","1","Memory Care"
"11967444","SUNFLOWER HOME CARE, INC","HIALEAH GARDENS","Miami-Dade","6","0","1","$1,000.00","6","0","0","6","0","0","NR","NR","4","Arts and Crafts|Games/Cards|Music Programs|Social Events/Outings","NR","NR"
"11967447","VIZCAYA BY THE SEA","POMPANO BEACH","Broward","70","1","1","$10,000.00","2","1","0","0","0","1","1","3rd Party Part-Time","8","Arts and Crafts|Dancing|Exercise Classes|Games/Cards|Gardening|Music Programs|Social Events/Outings|Yoga","1","Memory Care"
"11967448","CHANEL NURSING CARE ALF, CORP","MIAMI","Miami-Dade","6","0","3","$700.00","4","0","0","4","0","0","NR","NR","6","Arts and Crafts|Dancing|Exercise Classes|Games/Cards|Music Programs|Social Events/Outings","NR","NR"
"11967456","SILVER CREEK ASSISTED LIVING ST CLOUD","SAINT CLOUD","Osceola","12","3","5","$35,800.00","26","3","2","16","1","4","NR","NR","10","Arts and Crafts|Cooking Classes|Dancing|Exercise Classes|Games/Cards|Gardening|Music Programs|Shopping|Social Events/Outings|Theater and Movies","NR","NR"
"11967458","DADE COUNTY ADULT LIVING FACILITY GROUP CORP.","MIAMI","Miami-Dade","6","0","0","$0.00","3","0","0","3","0","0","1","None","4","Arts and Crafts|Dancing|Exercise Classes|Games/Cards","NR","NR"
"11967463","GOLD COAST LOVING CARE, INC.","HOLLYWOOD","Broward","6","0","0","$0.00","3","0","0","2","0","1","1","Direct 24hr","2","Arts and Crafts|Social Events/Outings","1","Physical Therapy"
"11967470","REBECCA HOME, INCORPORATED","SUNRISE","Broward","6","2","1","$500.00","10","0","2","7","0","1","1","Direct 24hr","8","Arts and Crafts|Dancing|Exercise Classes|Games/Cards|Music Programs|Shopping|Theater and Movies|Other","NR","NR"
"11967471","HYDE PARK ASSISTED LIVING FACILITY","TAMPA","Hillsborough","68","9","5","$8,500.00","10","0","1","9","0","0","1","3rd Party 24hr","6","Arts and Crafts|Exercise Classes|Games/Cards|Music Programs|Shopping|Theater and Movies","NR","NR"
"11967473","SILVER LAKE ALF INC","TAMPA","Hillsborough","6","0","0","$0.00","3","0","0","3","0","0","1","3rd Party Part-Time","6","Arts and Crafts|Dancing|Exercise Classes|Games/Cards|Gardening|Social Events/Outings","NR","NR"
"11967480","A PLACE LIKE HOME ALF, INC","PALM BAY","Brevard","6","2","6","$14,400.00","23","0","1","17","0","5","1","3rd Party Part-Time","8","Arts and Crafts|Dancing|Exercise Classes|Games/Cards|Music Programs|Shopping|Social Events/Outings|Yoga","2","Memory Care|Pet Therapy"
"11967484","SWEETEST HOME INC (THE)","MIAMI","Miami-Dade","14","2","2","$5,000.00","13","0","1","12","0","0","1","None","5","Dancing|Exercise Classes|Games/Cards|Music Programs|Social Events/Outings","NR","NR"
"11967485","TWO SISTERS LOVE & CARE INC","MIAMI","Miami-Dade","14","0","0","$0.00","4","0","0","4","0","0","1","3rd Party Part-Time","5","Arts and Crafts|Exercise Classes|Games/Cards|Music Programs|Social Events/Outings","2","Occupational Therapy|Physical Therapy"
"11967486","CHALET AT OLD CUTLER (THE) LLC","MIAMI","Miami-Dade","6","1","1","$400.00","6","0","0","6","0","0","1","3rd Party 24hr","5","Arts and Crafts|Exercise Classes|Games/Cards|Music Programs|Social Events/Outings","NR","NR"
"11967487","MONTE OLIVO ADULT CARE","MIAMI","Miami-Dade","6","0","5","$3,550.00","19","0","1","16","0","2","1","None","4","Arts and Crafts|Dancing|Exercise Classes|Games/Cards","NR","NR"
"11967491","SUAREZ RESIDENT INC.","MIAMI","Miami-Dade","6","0","1","$750.00","6","0","1","5","0","0","1","None","4","Arts and Crafts|Dancing|Exercise Classes|Games/Cards","NR","NR"
"11967492","ALWAYS LOVING FAMILY CORP","MIAMI","Miami-Dade","6","0","4","$2,800.00","16","0","1","11","0","4","1","None","3","Dancing|Games/Cards|Theater and Movies","NR","NR"
"11967494","CASA LORETO ASSISTED LIVING FACILITY INC","TAMPA","Hillsborough","8","0","0","$0.00","0","0","0","0","0","0","1","None","6","Arts and Crafts|Exercise Classes|Games/Cards|Music Programs|Social Events/Outings|Theater and Movies","1","Pet Therapy"
"11967495","HAPPY LIFE ALF INC","HOMESTEAD","Miami-Dade","6","1","1","$4,000.00","6","0","1","5","0","0","1","None","7","Arts and Crafts|Dancing|Exercise Classes|Games/Cards|Gardening|Music Programs|Social Events/Outings","2","Occupational Therapy|Physical Therapy"
"11967496","LIZI HOME CARE III INC","MIAMI","Miami-Dade","6","0","2","$10,150.00","35","0","2","28","0","5","1","3rd Party Part-Time","6","Arts and Crafts|Dancing|Exercise Classes|Games/Cards|Music Programs|Social Events/Outings","2","Occupational Therapy|Physical Therapy"
"11967505","HOME SWEET HOME ASSISTED LIVING FACILITY CORP","MIAMI","Miami-Dade","6","0","3","$7,000.00","35","0","1","32","0","2","1","3rd Party Part-Time","5","Arts and Crafts|Dancing|Exercise Classes|Games/Cards|Gardening","2","Occupational Therapy|Physical Therapy"
"11967507","SEREN SWEET HOME ALF LLC","MIAMI","Miami-Dade","6","0","0","$0.00","19","0","0","19","0","0","1","None","4","Arts and Crafts|Dancing|Exercise Classes|Games/Cards","NR","NR"
"11967516","A & M ASSISTED LIVING FACILITY II","WEST MELBOURNE","Brevard","6","0","0","$0.00","3","0","0","3","0","0","1","Direct 24hr","8","Arts and Crafts|Dancing|Exercise Classes|Games/Cards|Music Programs|Shopping|Social Events/Outings|Theater and Movies","NR","NR"
"11967520","ANGEL HOUSE ASSISTED LIVING, INC.","PEMBROKE PINES","Broward","6","0","2","$1,500.00","7","0","0","4","0","3","1","3rd Party Part-Time","9","Arts and Crafts|Dancing|Exercise Classes|Games/Cards|Gardening|Music Programs|Social Events/Outings|Theater and Movies|Yoga","2","Pet Therapy|Other"
"11967521","PALMETTO ALF II INC","HIALEAH","Miami-Dade","6","0","0","$0.00","10","0","0","9","0","1","1","None","4","Arts and Crafts|Dancing|Exercise Classes|Games/Cards","NR","NR"
"11967526","NAMI HOME, INC.","PEMBROKE PINES","Broward","6","0","0","$0.00","1","0","0","1","0","0","1","3rd Party 24hr","6","Arts and Crafts|Cooking Classes|Dancing|Exercise Classes|Games/Cards|Gardening","NR","NR"
"11967527","SOLUTIONS HOME CARE SERVICES INC","MIAMI","Miami-Dade","6","0","0","$0.00","5","0","0","5","0","0","1","None","4","Arts and Crafts|Games/Cards|Music Programs|Social Events/Outings","NR","NR"
"11967528","ORTA'S HOME, INC","MIAMI","Miami-Dade","6","1","0","$0.00","4","0","0","4","0","0","1","None","6","Arts and Crafts|Dancing|Exercise Classes|Games/Cards|Gardening|Social Events/Outings","NR","NR"
"11967529","ADELA'S GARDENS ALF INC","MIAMI","Miami-Dade","6","0","0","$0.00","7","0","0","7","0","0","1","None","4","Arts and Crafts|Dancing|Exercise Classes|Games/Cards","NR","NR"
"11967533","VINTAGE VILLAGE INC","TAMPA","Hillsborough","6","0","0","$0.00","3","0","0","3","0","0","1","Direct 24hr","9","Arts and Crafts|Dancing|Exercise Classes|Games/Cards|Gardening|Music Programs|Shopping|Social Events/Outings|Theater and Movies","NR","NR"
"11967536","SWEET RETIREMENT ALF, INC","MIAMI GARDENS","Miami-Dade","6","0","0","$0.00","1","0","0","1","0","0","1","None","3","Arts and Crafts|Exercise Classes|Games/Cards","3","Occupational Therapy|Physical Therapy|Speech Therapy"
"11967538","SUMMERHAVEN ASSISTED LIVING, LLC","DEBARY","Volusia","6","0","0","$0.00","6","0","0","5","0","1","2","3rd Party 24hr|3rd Party Part-Time","5","Arts and Crafts|Games/Cards|Gardening|Shopping|Social Events/Outings","NR","NR"
"11967541","BENRAC HOME ALF","VALRICO","Hillsborough","6","0","0","$0.00","4","0","0","4","0","0","1","None","4","Arts and Crafts|Exercise Classes|Games/Cards|Theater and Movies","NR","NR"
"11967543","EBENEZER FAMILY HOME III LLC","MIAMI","Miami-Dade","6","0","0","$0.00","4","0","0","4","0","0","1","None","5","Arts and Crafts|Dancing|Exercise Classes|Games/Cards|Social Events/Outings","NR","NR"
"11967546","SUNFLOWER SPRINGS LLC","HOMOSASSA","Citrus","80","2","0","$0.00","3","0","0","3","0","0","1","Direct Part-Time","10","Arts and Crafts|Cooking Classes|Dancing|Exercise Classes|Games/Cards|Gardening|Music Programs|Shopping|Social Events/Outings|Theater and Movies","3","Occupational Therapy|Physical Therapy|Speech Therapy"
"11967549","MEDFLO ASSISTED LIVING FACILITY, INC.","OAKLAND PARK","Broward","13","0","0","$0.00","1","0","0","1","0","0","2","Direct 24hr|Direct Part-Time","7","Arts and Crafts|Dancing|Exercise Classes|Games/Cards|Music Programs|Social Events/Outings|Theater and Movies","NR","NR"
"11967550","KOZY KOVE ASSISTED LIVING FACILITY INC","PLANTATION","Broward","6","0","1","$0.00","10","0","0","9","1","0","1","Direct 24hr","4","Exercise Classes|Games/Cards|Gardening|Social Events/Outings","NR","NR"
"11967551","SAN JEAN FACILITY CARE, INC","ORLANDO","Orange","54","1","0","$0.00","7","0","0","7","0","0","1","3rd Party Part-Time","NR","NR","NR","NR"
"11967552","K Y R TENDER CARE LLC","EUSTIS","Lake","5","0","0","$0.00","1","0","0","0","0","1","1","None","11","Arts and Crafts|Cooking Classes|Dancing|Exercise Classes|Games/Cards|Gardening|Music Programs|Shopping|Social Events/Outings|Theater and Movies|Yoga","1","Pet Therapy"
"11967559","LA CASA ASSISTED LIVING COMMUNITY","MERRITT ISLAND","Brevard","36","4","3","$15,000.00","12","0","3","8","0","1","1","3rd Party Part-Time","6","Arts and Crafts|Dancing|Exercise Classes|Games/Cards|Music Programs|Social Events/Outings","4","Memory Care|Occupational Therapy|Physical Therapy|Speech Therapy"
"11967569","ADDINGTON PLACE OF TITUSVILLE","TITUSVILLE","Brevard","90","5","7","$17,400.00","20","0","2","14","0","4","1","Direct 24hr","11","Arts and Crafts|Cooking Classes|Dancing|Exercise Classes|Games/Cards|Gardening|Music Programs|Shopping|Social Events/Outings|Theater and Movies|Yoga","4","Memory Care|Occupational Therapy|Physical Therapy|Speech Therapy"
"11967570","SAN JUDAS HOME CARE II CORP","MIAMI","Miami-Dade","6","0","0","$0.00","9","0","0","9","0","0","1","None","4","Arts and Crafts|Games/Cards|Music Programs|Social Events/Outings","NR","NR"
